SID,CID,SCORE,TID
200900130041,300111,25.0,100025
200900130041,300041,26.0,100026
200900130041,300040,27.0,100027
200900130041,300026,28.0,100028
200900130041,300060,29.0,100029
200900130041,300004,30.0,100030
200900130041,300001,31.0,100031
200900130041,300059,32.0,100032
200900130041,300070,33.0,100033
200900130041,300031,34.0,100034
200900130041,300100,35.0,100035
200900130041,300045,36.0,100036
200900130041,300090,37.0,100037
200900130041,300027,38.0,100038
200900130041,300051,39.0,100039
200900130041,300108,40.0,100040
200900130041,300105,41.0,100041
200900130041,300092,42.0,100042
200900130041,300103,43.0,100043
200900130041,300015,44.0,100044
200900130041,300127,45.0,100045
200900130041,300074,46.0,100046
200900130041,300062,47.0,100047
200900130041,300032,48.0,100048
200900130041,300078,49.0,100049
200900130041,300086,50.0,100050
200900130041,300113,51.0,100051
200900130041,300016,52.0,100052
200900130041,300030,53.0,100053
200900130041,300075,54.0,100054
200900130041,300073,55.0,100055
200900130041,300017,56.0,100056
200900130041,300014,57.0,100057
200900130041,300136,58.0,100058
200900130041,300099,59.0,100059
200900130041,300130,60.0,100060
200900130041,300109,61.0,100061
200900130041,300046,62.0,100062
200900130041,300104,63.0,100063
200900130041,300140,64.0,100064
200900130041,300079,65.0,100065
200900130041,300138,66.0,100066
200900130041,300034,67.0,100067
200900130041,300110,68.0,100068
200900130041,300114,69.0,100069
200900130041,300053,70.0,100070
200900130041,300080,71.0,100071
200900130041,300097,72.0,100072
200900130041,300121,73.0,100073
200900130041,300077,74.0,100074
200900130041,300036,75.0,100075
200900130041,300066,76.0,100076
200900130041,300118,77.0,100077
200900130041,300044,78.0,100078
200900130041,300057,79.0,100079
200900130041,300094,80.0,100080
200900130041,300137,81.0,100081
200900130041,300068,82.0,100082
200900130041,300131,83.0,100083
200900130041,300072,84.0,100084
200900130041,300067,85.0,100085
200900130041,300076,86.0,100086
200900130041,300061,87.0,100087
200900130041,300125,88.0,100088
200900130041,300035,89.0,100089
200900130041,300050,90.0,100090
200900130041,300047,91.0,100091
200900130041,300087,92.0,100092
200900130041,300106,93.0,100093
200900130041,300128,94.0,100094
200900130041,300007,95.0,100095
200900130041,300056,96.0,100096
200900130041,300107,97.0,100097
200900130041,300101,98.0,100098
200900130041,300088,99.0,100099
200900130041,300033,100.0,100100
200900130041,300020,101.0,100101
200900130041,300043,102.0,100102
200900130041,300120,103.0,100103
200900130041,300052,104.0,100104
200900130041,300084,105.0,100105
200900130041,300037,106.0,100106
200900130041,300023,107.0,100107
200900130041,300117,108.0,100108
200900130041,300064,109.0,100109
200900130041,300116,110.0,100110
200900130041,300132,111.0,100111
200900130041,300018,112.0,100112
200900130041,300058,113.0,100113
200900130041,300009,114.0,100114
200900130041,300054,115.0,100115
200900130041,300048,116.0,100116
200900130041,300069,117.0,100117
200900130041,300133,118.0,100118
200900130041,300063,119.0,100119
200900130041,300134,120.0,100120
200900130041,300049,121.0,100121
200900130041,300098,122.0,100122
200900130041,300006,123.0,100123
200900130041,300055,124.0,100124
200900130041,300096,125.0,100125
200900130041,300115,126.0,100126
200900130041,300038,127.0,100127
200900130041,300126,128.0,100128
200900130041,300065,129.0,100129
200900130041,300042,130.0,100130
200900130041,300010,131.0,100131
200900130041,300091,132.0,100132
200900130041,300021,133.0,100133
200900130041,300139,134.0,100134
200900130041,300123,135.0,100135
200900130126,300001,1.0,100998
200900130126,300002,2.0,100997
200900130126,300003,3.0,100996
200900130126,300004,4.0,100995
200900130126,300005,5.0,100994
200900130126,300006,6.0,100993
200900130126,300007,7.0,100992
200900130126,300008,8.0,100991
200900130126,300009,9.0,100990
200900130126,300010,10.0,100989
200900130126,300011,11.0,100988
200900130126,300012,12.0,100987
200900130126,300013,13.0,100986
200900130126,300014,14.0,100985
200900130126,300015,15.0,100984
200900130126,300016,16.0,100983
200900130126,300017,17.0,100982
200900130126,300018,18.0,100981
200900130126,300019,19.0,100980
200900130126,300020,20.0,100979
200900130126,300021,21.0,100978
200900130126,300022,22.0,100977
200900130126,300023,23.0,100976
200900130126,300024,24.0,100975
200900130126,300025,25.0,100974
200900130126,300026,26.0,100973
200900130126,300027,27.0,100972
200900130126,300028,28.0,100971
200900130126,300029,29.0,100970
200900130126,300030,30.0,100969
200900130126,300031,31.0,100968
200900130126,300032,32.0,100967
200900130126,300033,33.0,100966
200900130126,300034,34.0,100965
200900130126,300035,35.0,100964
200900130126,300036,36.0,100963
200900130126,300037,37.0,100962
200900130126,300038,38.0,100961
200900130126,300039,39.0,100960
200900130126,300040,40.0,100959
200900130126,300041,41.0,100958
200900130126,300042,42.0,100957
200900130126,300043,43.0,100956
200900130126,300044,44.0,100955
200900130126,300045,45.0,100954
200900130126,300046,46.0,100953
200900130126,300047,47.0,100952
200900130126,300048,48.0,100951
200900130126,300049,49.0,100950
200900130126,300050,50.0,100949
200900130126,300051,51.0,100948
200900130126,300052,52.0,100947
200900130126,300053,53.0,100946
200900130126,300054,54.0,100945
200900130126,300055,55.0,100944
200900130126,300056,56.0,100943
200900130126,300057,57.0,100942
200900130126,300058,58.0,100941
200900130126,300059,59.0,100940
200900130126,300060,60.0,100939
200900130126,300061,61.0,100938
200900130126,300062,62.0,100937
200900130126,300063,63.0,100936
200900130126,300064,64.0,100935
200900130126,300065,65.0,100934
200900130126,300066,66.0,100933
200900130126,300067,67.0,100932
200900130126,300068,68.0,100931
200900130126,300069,69.0,100930
200900133962,300015,15.0,100984
200900130126,300070,70.0,100929
200900130126,300071,71.0,100928
200900130126,300072,72.0,100927
200900130126,300073,73.0,100926
200900130126,300074,74.0,100925
200900130126,300075,75.0,100924
200900130126,300076,76.0,100923
200900130126,300077,77.0,100922
200900130126,300078,78.0,100921
200900130126,300079,79.0,100920
200900130126,300080,80.0,100919
200900130126,300081,81.0,100918
200900130126,300082,82.0,100917
200900130126,300083,83.0,100916
200900130126,300084,84.0,100915
200900130126,300085,85.0,100914
200900130126,300086,86.0,100913
200900130126,300087,87.0,100912
200900130126,300088,88.0,100911
200900130126,300089,89.0,100910
200900130126,300090,90.0,100909
200900130126,300091,91.0,100908
200900130126,300092,92.0,100907
200900130126,300093,93.0,100906
200900130126,300094,94.0,100905
200900130126,300095,95.0,100904
200900130126,300096,96.0,100903
200900130126,300097,97.0,100902
200900130126,300098,98.0,100901
200900130126,300099,99.0,100900
200900130126,300100,100.0,100899
200900130126,300101,101.0,100898
200900130126,300102,102.0,100897
200900130126,300103,103.0,100896
200900130126,300104,104.0,100895
200900130126,300105,105.0,100894
200900130126,300106,106.0,100893
200900130126,300107,107.0,100892
200900130126,300108,108.0,100891
200900130126,300109,109.0,100890
200900130126,300110,110.0,100889
200900130126,300111,111.0,100888
200900130126,300112,112.0,100887
200900130126,300113,113.0,100886
200900130126,300114,114.0,100885
200900130126,300115,115.0,100884
200900130126,300116,116.0,100883
200900130126,300117,117.0,100882
200900130126,300118,118.0,100881
200900130126,300119,119.0,100880
200900130126,300120,120.0,100879
200900130126,300121,121.0,100878
200900130126,300122,122.0,100877
200900130126,300123,123.0,100876
200900130126,300124,124.0,100875
200900130126,300125,125.0,100874
200900130126,300126,126.0,100873
200900130126,300127,127.0,100872
200900130126,300128,128.0,100871
200900130126,300129,129.0,100870
200900130126,300130,130.0,100869
200900130126,300131,131.0,100868
200900130126,300132,132.0,100867
200900130126,300133,133.0,100866
200900130126,300134,134.0,100865
200900130126,300135,135.0,100864
200900130126,300136,136.0,100863
200900130126,300137,137.0,100862
200900130126,300138,138.0,100861
200900130126,300139,139.0,100860
200900130126,300140,140.0,100859
200900130041,300002,66.0,100020
200900133460,300007,91.0,100007
200900133460,300037,64.0,100006
200900133460,300032,60.0,100001
200900133460,300004,76.0,100004
200900133460,300016,75.0,100016
200900133460,300011,60.0,100001
200900133460,300122,60.0,100002
200900133460,300135,60.0,100003
200900133460,300013,60.0,100004
200900133460,300085,60.0,100005
200900133460,300028,60.0,100006
200900133460,300083,60.0,100007
200900133460,300081,60.0,100008
200900133460,300119,60.0,100009
200900133460,300071,60.0,100010
200900133460,300022,60.0,100011
200900133460,300089,60.0,100012
200900133460,300095,60.0,100013
200900133460,300029,60.0,100014
200900133460,300124,60.0,100015
200900133460,300025,60.0,100016
200900133460,300112,60.0,100017
200900133460,300005,60.0,100018
200900133460,300002,60.0,100019
200900133460,300129,60.0,100020
200900133460,300019,60.0,100021
200900133460,300102,60.0,100022
200900133460,300082,60.0,100023
200900133460,300093,60.0,100024
200900133460,300111,60.0,100025
200900133460,300041,60.0,100026
200900133460,300040,60.0,100027
200900133460,300026,60.0,100028
200900133460,300060,60.0,100029
200900133460,300001,60.0,100030
200900133460,300059,60.0,100031
200900133460,300070,60.0,100032
200900133460,300031,60.0,100033
200900133460,300100,60.0,100034
200900133460,300045,60.0,100035
200900133460,300090,60.0,100036
200900133460,300027,60.0,100037
200900133460,300012,60.0,100038
200900133460,300051,60.0,100039
200900133460,300108,60.0,100040
200900133460,300105,60.0,100041
200900133460,300092,60.0,100042
200900133460,300103,60.0,100043
200900133460,300015,60.0,100044
200900133460,300127,60.0,100045
200900133460,300074,60.0,100046
200900133460,300062,60.0,100047
200900133460,300078,60.0,100048
200900133460,300086,60.0,100049
200900133460,300113,60.0,100050
200900133460,300030,60.0,100051
200900133460,300075,60.0,100052
200900133460,300073,60.0,100053
200900133460,300017,60.0,100054
200900133460,300014,60.0,100055
200900133460,300136,60.0,100056
200900133460,300099,60.0,100057
200900133460,300130,60.0,100058
200900133460,300109,60.0,100059
200900133460,300046,60.0,100060
200900133460,300104,61.0,100061
200900133460,300140,62.0,100062
200900133460,300079,63.0,100063
200900133460,300138,64.0,100064
200900133460,300034,65.0,100065
200900133460,300110,66.0,100066
200900133460,300114,67.0,100067
200900133460,300053,68.0,100068
200900133460,300080,69.0,100069
200900133460,300097,70.0,100070
200900133460,300121,71.0,100071
200900133460,300077,72.0,100072
200900133460,300036,73.0,100073
200900133460,300066,74.0,100074
200900133460,300118,75.0,100075
200900133460,300044,76.0,100076
200900133460,300057,77.0,100077
200900133460,300094,78.0,100078
200900133460,300137,79.0,100079
200900133460,300068,80.0,100080
200900133460,300131,81.0,100081
200900133460,300072,82.0,100082
200900133460,300067,83.0,100083
200900133460,300076,84.0,100084
200900133460,300061,85.0,100085
200900133460,300125,86.0,100086
200900133460,300035,87.0,100087
200900133460,300050,88.0,100088
200900133460,300047,89.0,100089
200900133460,300087,90.0,100090
200900133460,300106,91.0,100091
200900133460,300128,92.0,100092
200900133460,300056,93.0,100093
200900133460,300107,94.0,100094
200900133460,300101,95.0,100095
200900133460,300088,96.0,100096
200900133460,300003,97.0,100097
200900133460,300039,98.0,100098
200900133460,300033,99.0,100099
200900133460,300020,100.0,100100
200900133460,300043,101.0,100101
200900133460,300120,102.0,100102
200900133460,300052,103.0,100103
200900133460,300084,104.0,100104
200900133460,300023,105.0,100105
200900133460,300117,106.0,100106
200900133460,300064,107.0,100107
200900133460,300116,108.0,100108
200900133460,300132,109.0,100109
200900133460,300018,110.0,100110
200900133460,300058,111.0,100111
200900133460,300024,112.0,100112
200900133460,300009,113.0,100113
200900133460,300054,114.0,100114
200900133460,300048,115.0,100115
200900133460,300069,116.0,100116
200900133460,300133,117.0,100117
200900133460,300063,118.0,100118
200900133460,300134,119.0,100119
200900133460,300049,120.0,100120
200900133460,300098,121.0,100121
200900133460,300008,122.0,100122
200900133460,300006,123.0,100123
200900133460,300055,124.0,100124
200900133460,300096,125.0,100125
200900133460,300115,126.0,100126
200900133460,300038,127.0,100127
200900133460,300126,128.0,100128
200900133514,300065,129.0,100129
200900133514,300126,128.0,100128
200900133514,300038,127.0,100127
200900133514,300115,126.0,100126
200900133514,300096,125.0,100125
200900133514,300055,124.0,100124
200900133514,300006,123.0,100123
200900133514,300008,122.0,100122
200900133514,300098,121.0,100121
200900133514,300049,120.0,100120
200900133514,300134,119.0,100119
200900133514,300063,118.0,100118
200900133514,300133,117.0,100117
200900133514,300069,116.0,100116
200900133514,300048,115.0,100115
200900133514,300054,114.0,100114
200900133514,300009,113.0,100113
200900133514,300024,112.0,100112
200900133514,300058,111.0,100111
200900133514,300018,110.0,100110
200900133514,300132,109.0,100109
200900133514,300116,108.0,100108
200900133514,300064,107.0,100107
200900133514,300117,106.0,100106
200900133514,300023,105.0,100105
200900133514,300084,104.0,100104
200900133514,300052,103.0,100103
200900133514,300120,102.0,100102
200900133514,300043,101.0,100101
200900133514,300020,100.0,100100
200900133514,300033,99.0,100099
200900133514,300039,98.0,100098
200900133514,300003,97.0,100097
200900133514,300088,96.0,100096
200900133514,300101,95.0,100095
200900133514,300107,94.0,100094
200900133514,300056,93.0,100093
200900133514,300128,92.0,100092
200900133514,300106,91.0,100091
200900133514,300087,90.0,100090
200900133514,300047,89.0,100089
200900133514,300050,88.0,100088
200900133514,300035,87.0,100087
200900133514,300125,86.0,100086
200900133514,300061,85.0,100085
200900133514,300076,84.0,100084
200900133514,300067,83.0,100083
200900133514,300072,82.0,100082
200900133514,300131,81.0,100081
200900133514,300068,80.0,100080
200900133514,300137,79.0,100079
200900133514,300094,78.0,100078
200900133514,300057,77.0,100077
200900133514,300044,76.0,100076
200900133514,300118,75.0,100075
200900133514,300066,74.0,100074
200900133514,300036,73.0,100073
200900133514,300077,72.0,100072
200900133514,300121,71.0,100071
200900133514,300097,70.0,100070
200900133514,300080,69.0,100069
200900133514,300053,68.0,100068
200900133514,300114,67.0,100067
200900133514,300110,66.0,100066
200900133514,300034,65.0,100065
200900133514,300138,64.0,100064
200900133514,300079,63.0,100063
200900133514,300140,62.0,100062
200900133514,300104,61.0,100061
200900133514,300046,60.0,100060
200900133514,300109,60.0,100059
200900133514,300130,60.0,100058
200900133514,300099,60.0,100057
200900133514,300136,60.0,100056
200900133514,300014,60.0,100055
200900133514,300017,60.0,100054
200900133514,300073,60.0,100053
200900133514,300075,60.0,100052
200900133514,300030,60.0,100051
200900133514,300113,60.0,100050
200900133514,300086,60.0,100049
200900133514,300078,60.0,100048
200900133514,300062,60.0,100047
200900133514,300074,60.0,100046
200900133514,300127,60.0,100045
200900133514,300015,60.0,100044
200900133514,300103,60.0,100043
200900133514,300092,60.0,100042
200900133514,300105,60.0,100041
200900133514,300108,60.0,100040
200900133514,300051,60.0,100039
200900133514,300012,60.0,100038
200900133514,300027,60.0,100037
200900133514,300090,60.0,100036
200900133514,300045,60.0,100035
200900133514,300100,60.0,100034
200900133514,300031,60.0,100033
200900133514,300070,60.0,100032
200900133514,300059,60.0,100031
200900133514,300001,60.0,100030
200900133514,300060,60.0,100029
200900133514,300026,60.0,100028
200900133514,300040,60.0,100027
200900133514,300041,60.0,100026
200900133514,300111,60.0,100025
200900133514,300093,60.0,100024
200900133514,300082,60.0,100023
200900133514,300102,60.0,100022
200900133514,300019,60.0,100021
200900133514,300129,60.0,100020
200900133514,300002,60.0,100019
200900133514,300005,60.0,100018
200900133514,300112,60.0,100017
200900133514,300025,60.0,100016
200900133514,300124,60.0,100015
200900133514,300029,60.0,100014
200900133514,300095,60.0,100013
200900133514,300089,60.0,100012
200900133514,300022,60.0,100011
200900133514,300071,60.0,100010
200900133514,300119,60.0,100009
200900133514,300081,60.0,100008
200900133514,300083,60.0,100007
200900133514,300028,60.0,100006
200900133514,300085,60.0,100005
200900133514,300013,60.0,100004
200900133514,300135,60.0,100003
200900133514,300122,60.0,100002
200900133514,300011,60.0,100001
200900133514,300016,75.0,100016
200900133514,300004,76.0,100004
200900133514,300032,60.0,100001
200900133514,300037,64.0,100006
200900133514,300007,91.0,100007
200900133735,300123,135.0,100135
200900133735,300139,134.0,100134
200900133735,300021,133.0,100133
200900133735,300091,132.0,100132
200900133735,300010,131.0,100131
200900133735,300042,130.0,100130
200900133735,300065,129.0,100129
200900133735,300126,128.0,100128
200900133735,300038,127.0,100127
200900133735,300115,126.0,100126
200900133735,300096,125.0,100125
200900133735,300055,124.0,100124
200900133735,300006,123.0,100123
200900133735,300008,122.0,100122
200900133735,300098,121.0,100121
200900133735,300049,120.0,100120
200900133735,300134,119.0,100119
200900133735,300063,118.0,100118
200900133735,300133,117.0,100117
200900133735,300069,116.0,100116
200900133735,300048,115.0,100115
200900133735,300054,114.0,100114
200900133735,300009,113.0,100113
200900133735,300024,112.0,100112
200900133735,300058,111.0,100111
200900133735,300018,110.0,100110
200900133735,300132,109.0,100109
200900133735,300116,108.0,100108
200900133735,300064,107.0,100107
200900133735,300117,106.0,100106
200900133735,300023,105.0,100105
200900133735,300084,104.0,100104
200900133735,300052,103.0,100103
200900133735,300120,102.0,100102
200900133735,300043,101.0,100101
200900133735,300020,100.0,100100
200900133735,300033,99.0,100099
200900133735,300039,98.0,100098
200900133735,300003,97.0,100097
200900133735,300088,96.0,100096
200900133735,300101,95.0,100095
200900133735,300107,94.0,100094
200900133735,300056,93.0,100093
200900133735,300128,92.0,100092
200900133735,300106,91.0,100091
200900133735,300087,90.0,100090
200900133735,300047,89.0,100089
200900133735,300050,88.0,100088
200900133735,300035,87.0,100087
200900133735,300125,86.0,100086
200900133735,300061,85.0,100085
200900133735,300076,84.0,100084
200900133735,300067,83.0,100083
200900133735,300072,82.0,100082
200900133735,300131,81.0,100081
200900133735,300068,80.0,100080
200900133735,300137,79.0,100079
200900133735,300094,78.0,100078
200900133735,300057,77.0,100077
200900133735,300044,76.0,100076
200900133735,300118,75.0,100075
200900133735,300066,74.0,100074
200900133735,300036,73.0,100073
200900133735,300077,72.0,100072
200900133735,300121,71.0,100071
200900133735,300097,70.0,100070
200900133735,300080,69.0,100069
200900133735,300053,68.0,100068
200900133735,300114,67.0,100067
200900133735,300110,66.0,100066
200900133044,300140,62.0,100062
200900133986,300098,121.0,100121
200900133986,300008,122.0,100122
200900133986,300006,123.0,100123
200900133986,300055,124.0,100124
200900133986,300096,125.0,100125
200900133986,300115,126.0,100126
200900133986,300038,127.0,100127
200900133986,300126,128.0,100128
200900133986,300065,129.0,100129
200900133986,300042,130.0,100130
200900133986,300010,131.0,100131
200900133986,300091,132.0,100132
200900133986,300021,133.0,100133
200900133986,300139,134.0,100134
200900133986,300123,135.0,100135
200900133953,300007,91.0,100007
200900133953,300037,64.0,100006
200900133953,300032,60.0,100001
200900133953,300004,76.0,100004
200900133953,300016,75.0,100016
200900133953,300011,60.0,100001
200900133953,300122,60.0,100002
200900133953,300135,60.0,100003
200900133953,300013,60.0,100004
200900133953,300085,60.0,100005
200900133953,300028,60.0,100006
200900133953,300083,60.0,100007
200900133953,300081,60.0,100008
200900133953,300119,60.0,100009
200900133953,300071,60.0,100010
200900133953,300022,60.0,100011
200900133953,300089,60.0,100012
200900133953,300095,60.0,100013
200900133953,300029,60.0,100014
200900133953,300124,60.0,100015
200900133953,300025,60.0,100016
200900133953,300112,60.0,100017
200900133953,300005,60.0,100018
200900133953,300002,60.0,100019
200900133953,300129,60.0,100020
200900133953,300019,60.0,100021
200900133953,300102,60.0,100022
200900133953,300082,60.0,100023
200900133953,300093,60.0,100024
200900133953,300111,60.0,100025
200900133953,300041,60.0,100026
200900133953,300040,60.0,100027
200900133953,300026,60.0,100028
200900133953,300060,60.0,100029
200900133953,300001,60.0,100030
200900133953,300059,60.0,100031
200900133953,300070,60.0,100032
200900133953,300031,60.0,100033
200900133953,300100,60.0,100034
200900133953,300045,60.0,100035
200900133953,300090,60.0,100036
200900133953,300027,60.0,100037
200900133953,300012,60.0,100038
200900133953,300051,60.0,100039
200900133953,300108,60.0,100040
200900133953,300105,60.0,100041
200900133953,300092,60.0,100042
200900133953,300103,60.0,100043
200900133953,300015,60.0,100044
200900133953,300127,60.0,100045
200900133953,300074,60.0,100046
200900133953,300062,60.0,100047
200900133953,300078,60.0,100048
200900133953,300086,60.0,100049
200900133953,300113,60.0,100050
200900133953,300030,60.0,100051
200900133953,300075,60.0,100052
200900133953,300073,60.0,100053
200900133953,300017,60.0,100054
200900133953,300014,60.0,100055
200900133953,300136,60.0,100056
200900133953,300099,60.0,100057
200900133953,300130,60.0,100058
200900133953,300109,60.0,100059
200900133953,300046,60.0,100060
200900133953,300104,61.0,100061
200900133953,300140,62.0,100062
200900133953,300079,63.0,100063
200900133953,300138,64.0,100064
200900133953,300034,65.0,100065
200900133953,300110,66.0,100066
200900133953,300114,67.0,100067
200900133953,300053,68.0,100068
200900133953,300080,69.0,100069
200900133953,300097,70.0,100070
200900133953,300121,71.0,100071
200900133953,300077,72.0,100072
200900133953,300036,73.0,100073
200900133953,300066,74.0,100074
200900133953,300118,75.0,100075
200900133953,300044,76.0,100076
200900133953,300057,77.0,100077
200900133953,300094,78.0,100078
200900133953,300137,79.0,100079
200900133953,300068,80.0,100080
200900133953,300131,81.0,100081
200900133953,300072,82.0,100082
200900133953,300067,83.0,100083
200900133953,300076,84.0,100084
200900133953,300061,85.0,100085
200900133953,300125,86.0,100086
200900133953,300035,87.0,100087
200900133953,300050,88.0,100088
200900133953,300047,89.0,100089
200900133953,300087,90.0,100090
200900133953,300106,91.0,100091
200900133953,300128,92.0,100092
200900133953,300056,93.0,100093
200900133953,300107,94.0,100094
200900133953,300101,95.0,100095
200900133953,300088,96.0,100096
200900133953,300003,97.0,100097
200900133953,300039,98.0,100098
200900133953,300033,99.0,100099
200900133953,300020,100.0,100100
200900133953,300043,101.0,100101
200900133953,300120,102.0,100102
200900133953,300052,103.0,100103
200900133953,300084,104.0,100104
200900133953,300023,105.0,100105
200900133953,300117,106.0,100106
200900133953,300064,107.0,100107
200900133953,300116,108.0,100108
200900133953,300132,109.0,100109
200900133953,300018,110.0,100110
200900133953,300058,111.0,100111
200900133953,300024,112.0,100112
200900133953,300009,113.0,100113
200900133953,300054,114.0,100114
200900133953,300048,115.0,100115
200900133953,300069,116.0,100116
200900133953,300133,117.0,100117
200900133953,300063,118.0,100118
200900133953,300134,119.0,100119
200900133953,300049,120.0,100120
200900133953,300098,121.0,100121
200900133953,300008,122.0,100122
200900133953,300006,123.0,100123
200900133953,300055,124.0,100124
200900133953,300096,125.0,100125
200900133953,300115,126.0,100126
200900133953,300038,127.0,100127
200900133953,300126,128.0,100128
200900133953,300065,129.0,100129
200900133953,300042,130.0,100130
200900133953,300010,131.0,100131
200900133953,300091,132.0,100132
200900133953,300021,133.0,100133
200900133953,300139,134.0,100134
200900133953,300123,135.0,100135
200900133846,300037,37.0,100962
200900133846,300038,38.0,100961
200900133846,300039,39.0,100960
200900133846,300040,40.0,100959
200900133846,300041,41.0,100958
200900133846,300042,42.0,100957
200900133846,300043,43.0,100956
200900133846,300044,44.0,100955
200900133846,300045,45.0,100954
200900133846,300046,46.0,100953
200900133846,300047,47.0,100952
200900133846,300048,48.0,100951
200900133846,300049,49.0,100950
200900133846,300050,50.0,100949
200900133846,300051,51.0,100948
200900133846,300052,52.0,100947
200900133846,300053,53.0,100946
200900133846,300054,54.0,100945
200900133846,300055,55.0,100944
200900133846,300056,56.0,100943
200900133846,300057,57.0,100942
200900133846,300058,58.0,100941
200900133846,300059,59.0,100940
200900133846,300060,60.0,100939
200900133846,300061,61.0,100938
200900133846,300062,62.0,100937
200900133846,300063,63.0,100936
200900133846,300064,64.0,100935
200900133846,300065,65.0,100934
200900133846,300066,66.0,100933
200900133846,300067,67.0,100932
200900133846,300068,68.0,100931
200900133846,300069,69.0,100930
200900133846,300070,70.0,100929
200900133846,300071,71.0,100928
200900133846,300072,72.0,100927
200900133846,300073,73.0,100926
200900133846,300074,74.0,100925
200900133846,300075,75.0,100924
200900133846,300076,76.0,100923
200900133846,300077,77.0,100922
200900133846,300078,78.0,100921
200900133846,300079,79.0,100920
200900133846,300080,80.0,100919
200900133846,300081,81.0,100918
200900133846,300082,82.0,100917
200900133846,300083,83.0,100916
200900133846,300084,84.0,100915
200900133846,300085,85.0,100914
200900133846,300086,86.0,100913
200900133846,300087,87.0,100912
200900133846,300088,88.0,100911
200900133846,300089,89.0,100910
200900133846,300090,90.0,100909
200900133846,300091,91.0,100908
200900133846,300092,92.0,100907
200900133846,300093,93.0,100906
200900133846,300094,94.0,100905
200900133846,300095,95.0,100904
200900133846,300096,96.0,100903
200900133846,300097,97.0,100902
200900133846,300098,98.0,100901
200900133846,300099,99.0,100900
200900133846,300100,100.0,100899
200900133846,300101,101.0,100898
200900133846,300102,102.0,100897
200900133846,300103,103.0,100896
200900133846,300104,104.0,100895
200900133846,300105,105.0,100894
200900133846,300106,106.0,100893
200900133846,300107,107.0,100892
200900133846,300108,108.0,100891
200900133846,300109,109.0,100890
200900133846,300110,110.0,100889
200900133846,300111,111.0,100888
200900133846,300112,112.0,100887
200900133846,300113,113.0,100886
200900133846,300114,114.0,100885
200900133846,300115,115.0,100884
200900133846,300116,116.0,100883
200900133846,300117,117.0,100882
200900133846,300118,118.0,100881
200900133846,300119,119.0,100880
200900133846,300120,120.0,100879
200900133846,300121,121.0,100878
200900133846,300122,122.0,100877
200900133846,300123,123.0,100876
200900133846,300124,124.0,100875
200900133846,300125,125.0,100874
200900133846,300126,126.0,100873
200900133846,300127,127.0,100872
200900133846,300128,128.0,100871
200900133846,300129,129.0,100870
200900133846,300130,130.0,100869
200900133846,300131,131.0,100868
200900133846,300132,132.0,100867
200900133846,300133,133.0,100866
200900133846,300134,134.0,100865
200900133846,300135,135.0,100864
200900133846,300136,136.0,100863
200900133846,300137,137.0,100862
200900133846,300138,138.0,100861
200900133846,300139,139.0,100860
200900133846,300140,140.0,100859
200900133715,300001,62.0,100001
200900133715,300010,56.0,100010
200900133715,300012,84.0,100012
200900133715,300011,95.0,100011
200900133715,300016,67.0,100016
200900133715,300001,1.0,100998
200900133715,300002,2.0,100997
200900133715,300003,3.0,100996
200900133715,300004,4.0,100995
200900133715,300005,5.0,100994
200900133715,300006,6.0,100993
200900133715,300007,7.0,100992
200900133715,300008,8.0,100991
200900133715,300009,9.0,100990
200900133715,300010,10.0,100989
200900133715,300011,11.0,100988
200900133715,300012,12.0,100987
200900133715,300013,13.0,100986
200900133715,300014,14.0,100985
200900133715,300015,15.0,100984
200900133715,300016,16.0,100983
200900133715,300017,17.0,100982
200900133715,300018,18.0,100981
200900133715,300019,19.0,100980
200900133715,300020,20.0,100979
200900133715,300021,21.0,100978
200900133715,300022,22.0,100977
200900133715,300023,23.0,100976
200900133715,300024,24.0,100975
200900133715,300025,25.0,100974
200900133715,300026,26.0,100973
200900133715,300027,27.0,100972
200900133715,300028,28.0,100971
200900133715,300029,29.0,100970
200900133715,300030,30.0,100969
200900133715,300031,31.0,100968
200900133715,300032,32.0,100967
200900133715,300033,33.0,100966
200900133715,300034,34.0,100965
200900133715,300035,35.0,100964
200900133715,300036,36.0,100963
200900133715,300037,37.0,100962
200900133715,300038,38.0,100961
200900133715,300039,39.0,100960
200900133715,300040,40.0,100959
200900133715,300041,41.0,100958
200900133715,300042,42.0,100957
200900133715,300043,43.0,100956
200900133715,300044,44.0,100955
200900133715,300045,45.0,100954
200900133715,300046,46.0,100953
200900133715,300047,47.0,100952
200900133715,300048,48.0,100951
200900133715,300049,49.0,100950
200900133715,300050,50.0,100949
200900133715,300051,51.0,100948
200900133715,300052,52.0,100947
200900133715,300053,53.0,100946
200900133715,300054,54.0,100945
200900133715,300055,55.0,100944
200900133715,300056,56.0,100943
200900133715,300057,57.0,100942
200900133715,300058,58.0,100941
200900133715,300059,59.0,100940
200900133715,300060,60.0,100939
200900133715,300061,61.0,100938
200900133715,300062,62.0,100937
200900133715,300063,63.0,100936
200900133715,300064,64.0,100935
200900133715,300065,65.0,100934
200900133715,300066,66.0,100933
200900133715,300067,67.0,100932
200900133715,300068,68.0,100931
200900133715,300069,69.0,100930
200900133715,300070,70.0,100929
200900133715,300071,71.0,100928
200900133715,300072,72.0,100927
200900133715,300073,73.0,100926
200900133715,300074,74.0,100925
200900133715,300075,75.0,100924
200900133715,300076,76.0,100923
200900133715,300077,77.0,100922
